booking_id,booking_date,checkin_date,checkout_date,hotel_id,room_nights_booked,booking_status,booking_channel,base_price,discount_amount,final_price_paid
5418,2025-01-17,2025-01-17,2025-01-20,20,71,Cancelled,Walk-In,2587.19,152.3,2434.89
5419,2025-01-18,2025-01-18,2025-01-19,20,71,Completed,Walk-In,1778.52,43.76,1734.76
5420,2025-01-19,2025-01-19,2025-01-22,20,71,Completed,Web,1970.84,315.32,1655.52
5421,2025-01-20,2025-01-20,2025-01-21,20,66,Completed,App,1514.99,249.01,1265.98
5422,2025-01-21,2025-01-21,2025-01-22,20,71,Completed,Web,1528.99,239.44,1289.55
5423,2025-01-22,2025-01-22,2025-01-24,20,71,Completed,Web,1899.97,235.42,1664.56
5424,2025-01-23,2025-01-23,2025-01-25,20,59,Completed,App,2096.55,229.98,1866.57
5425,2025-01-24,2025-01-24,2025-01-25,20,71,Completed,OTA Partner,2063.69,179.18,1884.5
5426,2025-01-25,2025-01-25,2025-01-26,20,71,Completed,App,1926.25,267.2,1659.05
5427,2025-01-26,2025-01-26,2025-01-28,20,71,Completed,OTA Partner,2572.68,308.21,2264.47
5428,2025-01-27,2025-01-27,2025-01-28,20,53,Completed,App,1924.96,165.19,1759.77
5429,2025-01-28,2025-01-28,2025-01-29,20,60,Completed,OTA Partner,2123.29,128.39,1994.9
5430,2025-01-29,2025-01-29,2025-01-30,20,61,Completed,App,1695.61,244.14,1451.47
5431,2025-01-30,2025-01-30,2025-01-31,20,56,Completed,App,1726.03,160.02,1566.01
5432,2025-01-31,2025-01-31,2025-02-02,20,71,Completed,Walk-In,2300.13,134.8,2165.33
5433,2025-02-01,2025-02-01,2025-02-02,20,70,Completed,OTA Partner,1420.28,236.31,1183.98
5434,2025-02-02,2025-02-02,2025-02-03,20,61,Completed,Web,1742.6,245.36,1497.24
5435,2025-02-03,2025-02-03,2025-02-05,20,49,Cancelled,OTA Partner,1385.47,202.32,1183.15
5436,2025-02-04,2025-02-04,2025-02-05,20,51,Completed,OTA Partner,1760.18,108.97,1651.2
5437,2025-02-05,2025-02-05,2025-02-06,20,49,Completed,App,1441.06,145.33,1295.73
5438,2025-02-06,2025-02-06,2025-02-07,20,58,Completed,OTA Partner,1558.74,117.39,1441.35
5439,2025-02-07,2025-02-07,2025-02-08,20,63,Completed,OTA Partner,1461.92,214.19,1247.73
5440,2025-02-08,2025-02-08,2025-02-10,20,71,No-Show,App,2075.05,219.13,1855.92
5441,2025-02-09,2025-02-09,2025-02-11,20,64,Completed,Web,1731.04,185.36,1545.68
5442,2025-02-10,2025-02-10,2025-02-11,20,55,Cancelled,App,1608.34,199.8,1408.54
5443,2025-02-11,2025-02-11,2025-02-13,20,71,Cancelled,Walk-In,1610.95,72.12,1538.83
5444,2025-02-12,2025-02-12,2025-02-13,20,60,Completed,App,1355.02,178.3,1176.71
5445,2025-02-13,2025-02-13,2025-02-15,20,56,Completed,OTA Partner,1748.56,115.1,1633.45
5446,2025-02-14,2025-02-14,2025-02-16,20,62,Completed,OTA Partner,1926.65,159.81,1766.84
5447,2025-02-15,2025-02-15,2025-02-16,20,71,Cancelled,App,1710.46,249.57,1460.88
5448,2025-02-16,2025-02-16,2025-02-17,20,62,Completed,OTA Partner,1736.08,120.16,1615.92
5449,2025-02-17,2025-02-17,2025-02-18,20,58,No-Show,OTA Partner,1748.55,245.09,1503.46
5450,2025-02-18,2025-02-18,2025-02-19,20,49,Completed,App,1417.12,189.67,1227.46
5451,2025-02-19,2025-02-19,2025-02-22,20,42,Completed,OTA Partner,1567.65,247.04,1320.61
5452,2025-02-20,2025-02-20,2025-02-21,20,48,Completed,App,1412.88,161.75,1251.14
5453,2025-02-21,2025-02-21,2025-02-22,20,71,Cancelled,App,1504.93,266.99,1237.93
5454,2025-02-22,2025-02-22,2025-02-24,20,71,No-Show,App,1645.61,202.43,1443.19
5455,2025-02-23,2025-02-23,2025-02-24,20,61,Completed,Walk-In,1516.87,80.06,1436.81
5456,2025-02-24,2025-02-24,2025-02-26,20,58,Completed,OTA Partner,1307.32,219.46,1087.86
5457,2025-02-25,2025-02-25,2025-02-26,20,63,No-Show,Web,1621.08,217.74,1403.33
5458,2025-02-26,2025-02-26,2025-02-28,20,51,Completed,Web,1337.37,138.5,1198.87
5459,2025-02-27,2025-02-27,2025-03-01,20,51,Completed,App,1549.66,202.27,1347.39
5460,2025-02-28,2025-02-28,2025-03-01,20,68,Completed,App,1563.48,200.5,1362.97
5461,2024-06-01,2024-06-01,2024-06-02,21,40,Completed,OTA Partner,1882.45,119.1,1763.36
5462,2024-06-02,2024-06-02,2024-06-03,21,45,Completed,App,1786.43,187.24,1599.19
5463,2024-06-03,2024-06-03,2024-06-05,21,26,Completed,Web,1461.65,233.24,1228.4
5464,2024-06-04,2024-06-04,2024-06-06,21,43,Completed,App,1466.24,243.71,1222.53
5465,2024-06-05,2024-06-05,2024-06-06,21,32,Completed,OTA Partner,1670.73,252.41,1418.32
5466,2024-06-06,2024-06-06,2024-06-07,21,30,Completed,App,1673.38,178.61,1494.77
5467,2024-06-07,2024-06-07,2024-06-08,21,39,Completed,OTA Partner,1905.06,205.3,1699.75
5468,2024-06-08,2024-06-08,2024-06-09,21,39,Completed,Web,1936.3,188.07,1748.23
5469,2024-06-09,2024-06-09,2024-06-11,21,31,Completed,Web,2121.43,266.28,1855.14
5470,2024-06-10,2024-06-10,2024-06-11,21,39,Completed,Web,1267.14,134.73,1132.41
5471,2024-06-11,2024-06-11,2024-06-13,21,31,Completed,Web,1231.43,175.05,1056.38
5472,2024-06-12,2024-06-12,2024-06-13,21,33,Completed,App,1548.65,220.45,1328.2
5473,2024-06-13,2024-06-13,2024-06-15,21,31,Completed,App,1413.98,167.83,1246.15
5474,2024-06-14,2024-06-14,2024-06-15,21,36,Completed,OTA Partner,1811.1,157.24,1653.86
5475,2024-06-15,2024-06-15,2024-06-17,21,44,Completed,Web,2026.77,319.23,1707.55
5476,2024-06-16,2024-06-16,2024-06-18,21,35,Completed,Walk-In,1531.58,31.48,1500.1
5477,2024-06-17,2024-06-17,2024-06-18,21,27,Completed,OTA Partner,1205.16,147.11,1058.04
5478,2024-06-18,2024-06-18,2024-06-19,21,32,Cancelled,Walk-In,1736.46,34.08,1702.38
5479,2024-06-19,2024-06-19,2024-06-20,21,33,Completed,App,1749.79,258.38,1491.41
5480,2024-06-20,2024-06-20,2024-06-23,21,33,Completed,Web,1761.71,281.28,1480.43
5481,2024-06-21,2024-06-21,2024-06-22,21,42,Completed,Walk-In,1823.72,60.9,1762.82
5482,2024-06-22,2024-06-22,2024-06-24,21,35,Completed,App,2057.33,228.04,1829.29
5483,2024-06-23,2024-06-23,2024-06-24,21,45,No-Show,Web,1859.04,225.81,1633.23
5484,2024-06-24,2024-06-24,2024-06-25,21,33,Completed,App,1486.36,223.85,1262.5
5485,2024-06-25,2024-06-25,2024-06-26,21,25,Cancelled,App,1630.24,277.4,1352.83
5486,2024-06-26,2024-06-26,2024-06-28,21,33,Completed,OTA Partner,1783.61,246.04,1537.57
5487,2024-06-27,2024-06-27,2024-06-29,21,19,Completed,OTA Partner,1567.2,162.47,1404.73
5488,2024-06-28,2024-06-28,2024-06-29,21,45,Completed,OTA Partner,1652.55,139.68,1512.87
5489,2024-06-29,2024-06-29,2024-06-30,21,35,Completed,App,1850.44,282.54,1567.89
5490,2024-06-30,2024-06-30,2024-07-01,21,45,Completed,Walk-In,1819.16,112.78,1706.38
5491,2024-07-01,2024-07-01,2024-07-03,21,24,Completed,Web,1004.09,127.05,877.04
5492,2024-07-02,2024-07-02,2024-07-04,21,31,Completed,App,1055.41,93.34,962.07
5493,2024-07-03,2024-07-03,2024-07-04,21,30,Completed,Web,1176.19,130.3,1045.89
5494,2024-07-04,2024-07-04,2024-07-07,21,37,Cancelled,App,1073.79,131.52,942.27
5495,2024-07-05,2024-07-05,2024-07-07,21,26,Completed,Web,1713.13,158.79,1554.35
5496,2024-07-06,2024-07-06,2024-07-08,21,36,Completed,Walk-In,1286.35,34.2,1252.14
5497,2024-07-07,2024-07-07,2024-07-08,21,26,No-Show,Walk-In,1268.58,7.66,1260.92
5498,2024-07-08,2024-07-08,2024-07-10,21,19,Completed,App,1462.23,156.7,1305.53
5499,2024-07-09,2024-07-09,2024-07-10,21,26,Completed,Web,1326.52,234.89,1091.62
5500,2024-07-10,2024-07-10,2024-07-11,21,28,Completed,OTA Partner,1004.36,137.99,866.37
5501,2024-07-11,2024-07-11,2024-07-14,21,31,Completed,App,1278.51,156.86,1121.65
5502,2024-07-12,2024-07-12,2024-07-15,21,35,Completed,App,1736.39,253.72,1482.68
5503,2024-07-13,2024-07-13,2024-07-15,21,35,Completed,Web,1710.43,212.28,1498.15
5504,2024-07-14,2024-07-14,2024-07-16,21,33,Completed,Web,1339.34,163.83,1175.51
5505,2024-07-15,2024-07-15,2024-07-17,21,23,Cancelled,App,1098.66,110.13,988.53
5506,2024-07-16,2024-07-16,2024-07-18,21,33,Completed,Walk-In,1246.68,1.76,1244.92
5507,2024-07-17,2024-07-17,2024-07-19,21,28,Completed,OTA Partner,1012.82,98.96,913.87
5508,2024-07-18,2024-07-18,2024-07-19,21,28,Completed,App,1159.34,166.53,992.81
5509,2024-07-19,2024-07-19,2024-07-21,21,25,Completed,OTA Partner,1449.1,204.44,1244.66
5510,2024-07-20,2024-07-20,2024-07-23,21,26,Completed,Web,1536.09,261.46,1274.62
5511,2024-07-21,2024-07-21,2024-07-22,21,33,Completed,Web,1715.65,236.62,1479.04
5512,2024-07-22,2024-07-22,2024-07-23,21,28,Completed,App,1182.59,161.73,1020.86
5513,2024-07-23,2024-07-23,2024-07-25,21,38,Cancelled,OTA Partner,1147.76,157.92,989.84
5514,2024-07-24,2024-07-24,2024-07-27,21,26,Completed,OTA Partner,1377.82,113.29,1264.53
5515,2024-07-25,2024-07-25,2024-07-27,21,27,Completed,App,1105.53,104.37,1001.16
5516,2024-07-26,2024-07-26,2024-07-27,21,36,Completed,Web,1681.45,277.24,1404.21
5517,2024-07-27,2024-07-27,2024-07-28,21,32,Completed,App,1587.72,182.11,1405.61
5518,2024-07-28,2024-07-28,2024-07-29,21,30,Completed,App,1194.54,206.72,987.82
5519,2024-07-29,2024-07-29,2024-07-30,21,29,Cancelled,App,1268.14,190.62,1077.52
5520,2024-07-30,2024-07-30,2024-07-31,21,25,Completed,OTA Partner,1411.77,187.57,1224.2
5521,2024-07-31,2024-07-31,2024-08-03,21,18,Completed,OTA Partner,1405.5,137.81,1267.69
5522,2024-08-01,2024-08-01,2024-08-03,21,38,Completed,OTA Partner,1292.71,195.85,1096.86
5523,2024-08-02,2024-08-02,2024-08-03,21,33,No-Show,Walk-In,1415.26,14.28,1400.98
5524,2024-08-03,2024-08-03,2024-08-04,21,33,Completed,Walk-In,1267.64,92.0,1175.63
5525,2024-08-04,2024-08-04,2024-08-05,21,21,Completed,Web,1422.48,223.73,1198.75
5526,2024-08-05,2024-08-05,2024-08-07,21,31,Completed,OTA Partner,1054.64,100.93,953.71
5527,2024-08-06,2024-08-06,2024-08-08,21,28,Completed,Walk-In,1154.53,30.63,1123.9
5528,2024-08-07,2024-08-07,2024-08-08,21,28,Completed,OTA Partner,1408.53,84.63,1323.9
5529,2024-08-08,2024-08-08,2024-08-09,21,27,Completed,App,1180.37,123.83,1056.54
5530,2024-08-09,2024-08-09,2024-08-10,21,27,Completed,Web,1616.01,138.95,1477.07
5531,2024-08-10,2024-08-10,2024-08-11,21,38,Cancelled,App,1165.39,142.77,1022.62
5532,2024-08-11,2024-08-11,2024-08-14,21,28,Completed,Walk-In,1663.22,122.3,1540.92
5533,2024-08-12,2024-08-12,2024-08-13,21,22,Completed,App,1263.86,102.08,1161.78
5534,2024-08-13,2024-08-13,2024-08-14,21,36,Cancelled,Web,1104.6,143.97,960.63
5535,2024-08-14,2024-08-14,2024-08-15,21,23,Completed,App,1351.18,162.85,1188.34
5536,2024-08-15,2024-08-15,2024-08-17,21,32,Cancelled,OTA Partner,1337.58,82.26,1255.32
5537,2024-08-16,2024-08-16,2024-08-18,21,36,Completed,Web,1490.89,180.48,1310.41
5538,2024-08-17,2024-08-17,2024-08-18,21,38,Completed,App,1391.51,139.35,1252.15
5539,2024-08-18,2024-08-18,2024-08-20,21,31,Completed,Web,1625.42,237.8,1387.62
5540,2024-08-19,2024-08-19,2024-08-22,21,20,Completed,Walk-In,1346.8,60.94,1285.87
5541,2024-08-20,2024-08-20,2024-08-22,21,30,Completed,OTA Partner,1270.86,248.88,1021.98
5542,2024-08-21,2024-08-21,2024-08-23,21,28,Completed,App,1048.88,99.63,949.25
5543,2024-08-22,2024-08-22,2024-08-23,21,26,Completed,App,1455.0,144.42,1310.58
5544,2024-08-23,2024-08-23,2024-08-24,21,26,Cancelled,App,1593.02,253.8,1339.22
5545,2024-08-24,2024-08-24,2024-08-26,21,35,Completed,App,1398.64,161.71,1236.92
5546,2024-08-25,2024-08-25,2024-08-27,21,33,Completed,App,1415.45,194.81,1220.64
5547,2024-08-26,2024-08-26,2024-08-28,21,37,Completed,Walk-In,1426.28,14.25,1412.03
5548,2024-08-27,2024-08-27,2024-08-28,21,26,Completed,Walk-In,1128.4,73.95,1054.45
5549,2024-08-28,2024-08-28,2024-08-30,21,33,Completed,OTA Partner,984.91,135.89,849.01
5550,2024-08-29,2024-08-29,2024-08-30,21,24,Completed,Web,1322.75,140.98,1181.77
5551,2024-08-30,2024-08-30,2024-08-31,21,29,Completed,App,1376.56,178.66,1197.9
5552,2024-08-31,2024-08-31,2024-09-01,21,35,Completed,App,1219.84,125.42,1094.42
5553,2024-09-01,2024-09-01,2024-09-02,21,43,Completed,Walk-In,1552.98,83.58,1469.4
5554,2024-09-02,2024-09-02,2024-09-03,21,39,Completed,OTA Partner,1529.83,167.86,1361.97
5555,2024-09-03,2024-09-03,2024-09-04,21,39,Completed,OTA Partner,1212.34,141.07,1071.27
5556,2024-09-04,2024-09-04,2024-09-07,21,29,Completed,App,1545.43,131.28,1414.16
5557,2024-09-05,2024-09-05,2024-09-06,21,31,Completed,App,1455.2,213.92,1241.28
5558,2024-09-06,2024-09-06,2024-09-07,21,41,Completed,App,1479.23,264.59,1214.64
5559,2024-09-07,2024-09-07,2024-09-09,21,45,Completed,OTA Partner,1959.9,128.04,1831.86
5560,2024-09-08,2024-09-08,2024-09-10,21,36,Completed,OTA Partner,2025.82,274.96,1750.86
5561,2024-09-09,2024-09-09,2024-09-10,21,34,Completed,App,1697.38,221.05,1476.33
5562,2024-09-10,2024-09-10,2024-09-11,21,45,Completed,App,1489.45,242.75,1246.69
5563,2024-09-11,2024-09-11,2024-09-12,21,35,Completed,App,1712.64,204.4,1508.24
5564,2024-09-12,2024-09-12,2024-09-13,21,35,Completed,App,1282.17,198.93,1083.23
5565,2024-09-13,2024-09-13,2024-09-15,21,43,Completed,Walk-In,1613.67,51.37,1562.31
5566,2024-09-14,2024-09-14,2024-09-15,21,34,Completed,App,2079.01,203.27,1875.73
5567,2024-09-15,2024-09-15,2024-09-17,21,38,Completed,Walk-In,2066.59,82.96,1983.63
5568,2024-09-16,2024-09-16,2024-09-17,21,33,Cancelled,OTA Partner,1230.76,228.71,1002.05
5569,2024-09-17,2024-09-17,2024-09-18,21,33,Completed,Walk-In,1396.88,10.51,1386.37
5570,2024-09-18,2024-09-18,2024-09-21,21,41,Completed,App,1748.98,274.24,1474.74
5571,2024-09-19,2024-09-19,2024-09-20,21,42,Completed,App,1727.21,194.35,1532.87
5572,2024-09-20,2024-09-20,2024-09-21,21,40,Cancelled,Web,1681.5,224.22,1457.28
5573,2024-09-21,2024-09-21,2024-09-23,21,45,Cancelled,Walk-In,1903.73,60.98,1842.75
5574,2024-09-22,2024-09-22,2024-09-24,21,42,Completed,Walk-In,1717.34,97.6,1619.74
5575,2024-09-23,2024-09-23,2024-09-26,21,45,Completed,App,1253.78,137.19,1116.59
5576,2024-09-24,2024-09-24,2024-09-25,21,32,Cancelled,App,1371.24,131.78,1239.45
5577,2024-09-25,2024-09-25,2024-09-27,21,30,Completed,App,1313.17,205.12,1108.05
5578,2024-09-26,2024-09-26,2024-09-27,21,36,Completed,OTA Partner,1435.0,178.83,1256.17
5579,2024-09-27,2024-09-27,2024-09-29,21,36,Cancelled,OTA Partner,1426.56,108.92,1317.64
5580,2024-09-28,2024-09-28,2024-09-29,21,39,Completed,Walk-In,1941.12,28.86,1912.26
5581,2024-09-29,2024-09-29,2024-09-30,21,41,Completed,OTA Partner,1521.43,87.98,1433.45
5582,2024-09-30,2024-09-30,2024-10-01,21,25,Completed,App,1428.46,227.02,1201.43
5583,2024-10-01,2024-10-01,2024-10-03,21,27,Cancelled,Walk-In,1683.75,34.43,1649.31
5584,2024-10-02,2024-10-02,2024-10-03,21,26,Completed,Web,1517.52,163.49,1354.03
5585,2024-10-03,2024-10-03,2024-10-06,21,27,Completed,App,1371.79,242.67,1129.12
5586,2024-10-04,2024-10-04,2024-10-05,21,33,Completed,OTA Partner,1971.38,334.6,1636.78
5587,2024-10-05,2024-10-05,2024-10-07,21,32,Completed,Web,1970.21,295.43,1674.78
5588,2024-10-06,2024-10-06,2024-10-08,21,33,Completed,OTA Partner,1467.64,83.83,1383.82
5589,2024-10-07,2024-10-07,2024-10-08,21,23,Completed,App,1470.79,186.62,1284.17
5590,2024-10-08,2024-10-08,2024-10-11,21,34,Completed,Walk-In,1684.83,130.14,1554.69
5591,2024-10-09,2024-10-09,2024-10-10,21,32,Completed,Walk-In,1416.86,7.45,1409.41
5592,2024-10-10,2024-10-10,2024-10-13,21,40,Completed,Walk-In,1201.98,16.26,1185.72
5593,2024-10-11,2024-10-11,2024-10-12,21,45,Completed,Web,1484.76,210.99,1273.77
5594,2024-10-12,2024-10-12,2024-10-14,21,45,Completed,OTA Partner,1826.66,104.72,1721.95
5595,2024-10-13,2024-10-13,2024-10-15,21,39,Completed,Walk-In,1795.48,26.93,1768.55
5596,2024-10-14,2024-10-14,2024-10-15,21,44,Cancelled,App,1663.1,144.86,1518.23
5597,2024-10-15,2024-10-15,2024-10-16,21,33,Completed,Walk-In,1665.01,63.57,1601.45
5598,2024-10-16,2024-10-16,2024-10-17,21,32,Completed,Walk-In,1526.65,92.34,1434.31
5599,2024-10-17,2024-10-17,2024-10-20,21,35,Cancelled,Web,1214.54,133.04,1081.5
5600,2024-10-18,2024-10-18,2024-10-19,21,34,Completed,Walk-In,1943.78,16.87,1926.91
5601,2024-10-19,2024-10-19,2024-10-21,21,45,Completed,Web,1460.09,174.4,1285.69
5602,2024-10-20,2024-10-20,2024-10-21,21,42,Completed,App,2058.53,182.78,1875.74
5603,2024-10-21,2024-10-21,2024-10-24,21,35,Completed,OTA Partner,1322.22,77.3,1244.92
5604,2024-10-22,2024-10-22,2024-10-23,21,43,Completed,OTA Partner,1441.46,112.32,1329.14
5605,2024-10-23,2024-10-23,2024-10-25,21,35,No-Show,App,1513.32,218.12,1295.2
5606,2024-10-24,2024-10-24,2024-10-26,21,29,Cancelled,Web,1756.62,262.34,1494.28
5607,2024-10-25,2024-10-25,2024-10-26,21,25,Completed,Web,1419.92,204.19,1215.74
5608,2024-10-26,2024-10-26,2024-10-27,21,32,Completed,Web,1498.22,196.94,1301.28
5609,2024-10-27,2024-10-27,2024-10-28,21,42,Completed,Walk-In,1712.02,82.17,1629.85
5610,2024-10-28,2024-10-28,2024-10-29,21,40,Completed,App,1759.16,190.97,1568.18
5611,2024-10-29,2024-10-29,2024-10-30,21,37,Completed,Web,1292.41,166.42,1125.99
5612,2024-10-30,2024-10-30,2024-10-31,21,34,Completed,Web,1483.27,177.35,1305.92
5613,2024-10-31,2024-10-31,2024-11-02,21,21,Completed,OTA Partner,1555.34,290.52,1264.82
5614,2024-11-01,2024-11-01,2024-11-02,21,45,Completed,App,2190.93,181.65,2009.28
5615,2024-11-02,2024-11-02,2024-11-04,21,42,Completed,Web,2095.66,355.63,1740.03
5616,2024-11-03,2024-11-03,2024-11-04,21,35,Completed,Web,1820.61,155.35,1665.27
5617,2024-11-04,2024-11-04,2024-11-05,21,45,Completed,App,1551.85,153.5,1398.35
5618,2024-11-05,2024-11-05,2024-11-08,21,38,Completed,OTA Partner,2199.23,420.44,1778.78
5619,2024-11-06,2024-11-06,2024-11-07,21,45,Completed,OTA Partner,2006.86,154.42,1852.44
5620,2024-11-07,2024-11-07,2024-11-08,21,41,Completed,App,2199.94,217.79,1982.15
5621,2024-11-08,2024-11-08,2024-11-09,21,45,Completed,App,2233.05,216.58,2016.47
5622,2024-11-09,2024-11-09,2024-11-11,21,45,Completed,Web,2121.6,194.78,1926.82
5623,2024-11-10,2024-11-10,2024-11-11,21,43,Completed,Web,2130.75,188.04,1942.71
5624,2024-11-11,2024-11-11,2024-11-12,21,44,Completed,Walk-In,1506.04,10.23,1495.81
5625,2024-11-12,2024-11-12,2024-11-13,21,41,Completed,Web,1923.6,307.13,1616.47
5626,2024-11-13,2024-11-13,2024-11-15,21,37,Completed,Web,1677.92,150.43,1527.48
5627,2024-11-14,2024-11-14,2024-11-15,21,45,Completed,App,1745.47,287.28,1458.2
5628,2024-11-15,2024-11-15,2024-11-17,21,45,Completed,Web,2010.1,283.19,1726.9
5629,2024-11-16,2024-11-16,2024-11-17,21,45,Completed,App,2264.15,269.2,1994.95
5630,2024-11-17,2024-11-17,2024-11-19,21,45,Completed,Web,1994.15,202.24,1791.91
5631,2024-11-18,2024-11-18,2024-11-19,21,45,Completed,OTA Partner,1822.68,112.81,1709.86
5632,2024-11-19,2024-11-19,2024-11-20,21,40,Completed,Web,1761.72,270.22,1491.5
5633,2024-11-20,2024-11-20,2024-11-21,21,40,Completed,App,2169.34,330.03,1839.31
5634,2024-11-21,2024-11-21,2024-11-22,21,32,Completed,App,1663.21,194.21,1469.0
5635,2024-11-22,2024-11-22,2024-11-23,21,45,Completed,OTA Partner,2056.59,233.53,1823.06
5636,2024-11-23,2024-11-23,2024-11-26,21,45,Completed,App,1940.46,272.33,1668.13
5637,2024-11-24,2024-11-24,2024-11-25,21,45,Completed,App,2299.71,214.96,2084.76
5638,2024-11-25,2024-11-25,2024-11-27,21,36,Completed,Walk-In,1683.08,54.89,1628.19
5639,2024-11-26,2024-11-26,2024-11-29,21,45,Completed,App,1780.75,314.27,1466.48
5640,2024-11-27,2024-11-27,2024-11-28,21,38,Cancelled,App,2137.59,346.82,1790.76
5641,2024-11-28,2024-11-28,2024-11-30,21,45,Completed,Web,1931.67,225.2,1706.47
5642,2024-11-29,2024-11-29,2024-11-30,21,35,Completed,Web,2040.69,363.64,1677.06
5643,2024-11-30,2024-11-30,2024-12-02,21,45,Completed,OTA Partner,1813.4,298.26,1515.14
5644,2024-12-01,2024-12-01,2024-12-02,21,45,Completed,App,1901.07,218.97,1682.09
5645,2024-12-02,2024-12-02,2024-12-04,21,32,Completed,App,2176.84,366.78,1810.06
5646,2024-12-03,2024-12-03,2024-12-05,21,37,Completed,Web,1679.17,238.48,1440.69
5647,2024-12-04,2024-12-04,2024-12-05,21,41,Completed,Web,2108.22,291.75,1816.47
5648,2024-12-05,2024-12-05,2024-12-07,21,40,Completed,Web,1944.8,199.11,1745.69
5649,2024-12-06,2024-12-06,2024-12-07,21,43,Cancelled,Web,2045.6,181.76,1863.84
5650,2024-12-07,2024-12-07,2024-12-09,21,45,Cancelled,App,2123.16,216.78,1906.38
5651,2024-12-08,2024-12-08,2024-12-09,21,45,Completed,Walk-In,2346.27,78.78,2267.48
5652,2024-12-09,2024-12-09,2024-12-11,21,45,Completed,Web,1865.38,242.79,1622.59
5653,2024-12-10,2024-12-10,2024-12-11,21,40,Completed,App,2148.7,273.48,1875.23
5654,2024-12-11,2024-12-11,2024-12-13,21,42,Completed,OTA Partner,1810.76,207.51,1603.25
5655,2024-12-12,2024-12-12,2024-12-13,21,45,Completed,App,1956.85,231.74,1725.11
5656,2024-12-13,2024-12-13,2024-12-16,21,45,Completed,App,2298.71,395.94,1902.77
5657,2024-12-14,2024-12-14,2024-12-15,21,45,Completed,Web,1923.79,302.5,1621.29
5658,2024-12-15,2024-12-15,2024-12-16,21,45,Completed,Web,2625.05,395.22,2229.84
5659,2024-12-16,2024-12-16,2024-12-17,21,41,Completed,App,2152.62,385.18,1767.44
5660,2024-12-17,2024-12-17,2024-12-18,21,45,Completed,Web,1808.02,272.12,1535.91
5661,2024-12-18,2024-12-18,2024-12-19,21,45,Cancelled,Web,1588.35,176.13,1412.22
5662,2024-12-19,2024-12-19,2024-12-20,21,45,Cancelled,Walk-In,1668.6,69.85,1598.75
5663,2024-12-20,2024-12-20,2024-12-21,21,43,Completed,OTA Partner,2177.54,137.83,2039.71
5664,2024-12-21,2024-12-21,2024-12-22,21,45,Completed,App,2080.59,171.85,1908.74
5665,2024-12-22,2024-12-22,2024-12-25,21,45,Completed,Web,2339.79,243.22,2096.56
5666,2024-12-23,2024-12-23,2024-12-24,21,37,Completed,Web,1889.8,230.61,1659.19
5667,2024-12-24,2024-12-24,2024-12-25,21,37,Completed,App,2036.56,292.65,1743.91
5668,2024-12-25,2024-12-25,2024-12-26,21,45,Completed,Web,2166.22,385.34,1780.88
5669,2024-12-26,2024-12-26,2024-12-28,21,45,Completed,OTA Partner,1953.75,110.7,1843.05
5670,2024-12-27,2024-12-27,2024-12-29,21,45,Completed,App,2263.5,238.39,2025.1
5671,2024-12-28,2024-12-28,2024-12-30,21,38,Cancelled,App,2515.78,370.8,2144.98
5672,2024-12-29,2024-12-29,2024-12-30,21,45,Completed,Walk-In,2186.59,39.1,2147.49
5673,2024-12-30,2024-12-30,2024-12-31,21,40,Completed,Web,1637.44,291.41,1346.03
5674,2024-12-31,2024-12-31,2025-01-02,21,45,Completed,Web,1761.47,217.59,1543.88
5675,2025-01-01,2025-01-01,2025-01-02,21,43,Completed,App,1985.8,200.8,1785.0
5676,2025-01-02,2025-01-02,2025-01-05,21,44,Cancelled,Walk-In,2194.99,60.45,2134.54
5677,2025-01-03,2025-01-03,2025-01-06,21,45,Completed,OTA Partner,2169.57,120.73,2048.84
5678,2025-01-04,2025-01-04,2025-01-05,21,45,Completed,OTA Partner,2493.97,225.37,2268.6
5679,2025-01-05,2025-01-05,2025-01-06,21,45,Completed,Web,1957.04,254.76,1702.28
5680,2025-01-06,2025-01-06,2025-01-07,21,43,Completed,App,2112.02,322.97,1789.05
5681,2025-01-07,2025-01-07,2025-01-08,21,45,Completed,OTA Partner,2045.81,183.82,1861.99
5682,2025-01-08,2025-01-08,2025-01-09,21,45,Completed,Walk-In,2085.54,8.25,2077.3
5683,2025-01-09,2025-01-09,2025-01-11,21,43,Cancelled,Web,1681.09,301.51,1379.57
5684,2025-01-10,2025-01-10,2025-01-12,21,45,Completed,App,2612.61,340.86,2271.75
5685,2025-01-11,2025-01-11,2025-01-12,21,45,Completed,OTA Partner,2178.68,379.05,1799.64
5686,2025-01-12,2025-01-12,2025-01-15,21,40,Completed,OTA Partner,2275.15,211.59,2063.56
5687,2025-01-13,2025-01-13,2025-01-16,21,45,Completed,App,1925.0,160.42,1764.58
5688,2025-01-14,2025-01-14,2025-01-16,21,36,Completed,App,1811.08,294.68,1516.4
5689,2025-01-15,2025-01-15,2025-01-17,21,39,Completed,OTA Partner,2147.38,254.68,1892.7
5690,2025-01-16,2025-01-16,2025-01-17,21,42,Completed,OTA Partner,1622.26,236.51,1385.75
5691,2025-01-17,2025-01-17,2025-01-19,21,45,Completed,Web,2376.01,199.11,2176.9
5692,2025-01-18,2025-01-18,2025-01-19,21,45,Cancelled,OTA Partner,2087.04,309.73,1777.3
5693,2025-01-19,2025-01-19,2025-01-21,21,45,Completed,OTA Partner,2207.66,247.72,1959.93
5694,2025-01-20,2025-01-20,2025-01-21,21,41,Completed,Web,1537.64,177.75,1359.89
